id,nombre,socio,latitud,longitud,moneda,precio_mt2,precio_reserva,redondeo,cuota_inicial,tasa_interes,tasa_mora
1,OPORTUNIDAD IV,NO SE ESPECIFICO,0,0,USD,0,0,100,0,0.1,0.03
